keyword,knowledge,category
"605081","太和水","ashare"
"605086","龙高股份","ashare"
"605088","冠盛股份","ashare"
"605089","味知香","ashare"
"605090","九丰能源","ashare"
"605098","行动教育","ashare"
"605099","共创草坪","ashare"
"605100","华丰股份","ashare"
"605108","同庆楼","ashare"
"605111","新洁能","ashare"
"605116","奥锐特","ashare"
"605117","德业股份","ashare"
"605118","力鼎光电","ashare"
"605122","四方新材","ashare"
"605123","派克新材","ashare"
"605128","上海沿浦","ashare"
"605133","嵘泰股份","ashare"
"605136","丽人丽妆","ashare"
"605138","盛泰集团","ashare"
"605151","西上海","ashare"
"605155","西大门","ashare"
"605158","华达新材","ashare"
"605162","新中港","ashare"
"605166","聚合顺","ashare"
"605167","利柏特","ashare"
"605168","三人行","ashare"
"605169","洪通燃气","ashare"
"605177","东亚药业","ashare"
"605178","时空科技","ashare"
"605179","一鸣食品","ashare"
"605180","华生科技","ashare"
"605183","确成股份","ashare"
"605186","健麾信息","ashare"
"605188","国光连锁","ashare"
"605189","富春染织","ashare"
"605196","华通线缆","ashare"
"605198","安德利","ashare"
"605199","葫芦娃","ashare"
"605208","永茂泰","ashare"
"605218","伟时电子","ashare"
"605222","起帆电缆","ashare"
"605228","神通科技","ashare"
"605255","天普股份","ashare"
"605258","协和电子","ashare"
"605259","绿田机械","ashare"
"605266","健之佳","ashare"
"605268","王力安防","ashare"
"605277","新亚电子","ashare"
"605286","同力日升","ashare"
"605287","德才股份","ashare"
"605288","凯迪股份","ashare"
"605289","罗曼股份","ashare"
"605296","神农集团","ashare"
"605298","必得科技","ashare"
"605299","舒华体育","ashare"
"605300","佳禾食品","ashare"
"605303","园林股份","ashare"
"605305","中际联合","ashare"
"605318","法狮龙","ashare"
"605319","无锡振华","ashare"
"605333","沪光股份","ashare"
"605336","帅丰电器","ashare"
"605337","李子园","ashare"
"605338","巴比食品","ashare"
"605339","南侨食品","ashare"
"605358","立昂微","ashare"
"605365","立达信","ashare"
"605366","宏柏新材","ashare"
"605368","蓝天燃气","ashare"
"605369","拱东医疗","ashare"
"605376","博迁新材","ashare"
"605377","华旺科技","ashare"
"605378","野马电池","ashare"
"605388","均瑶健康","ashare"
"605389","长龄液压","ashare"
"605398","新炬网络","ashare"
"605399","晨光新材","ashare"
"605488","福莱新材","ashare"
"605499","东鹏饮料","ashare"
"605500","森林包装","ashare"
"605507","国邦医药","ashare"
"605555","德昌股份","ashare"
"605566","福莱蒽特","ashare"
"605567","春雪食品","ashare"
"605577","龙版传媒","ashare"
"605580","恒盛能源","ashare"
"605588","冠石科技","ashare"
"605589","圣泉集团","ashare"
"605598","上海港湾","ashare"
"605599","菜百股份","ashare"
"688001","华兴源创","ashare"
"688002","睿创微纳","ashare"
"688003","天准科技","ashare"
"688004","博汇科技","ashare"
"688005","容百科技","ashare"
"688006","杭可科技","ashare"
"688007","光峰科技","ashare"
"688008","澜起科技","ashare"
"688009","中国通号","ashare"
"688010","福光股份","ashare"
"688011","新光光电","ashare"
"688012","中微公司","ashare"
"688013","天臣医疗","ashare"
"688015","交控科技","ashare"
"688016","心脉医疗","ashare"
"688017","绿的谐波","ashare"
"688018","乐鑫科技","ashare"
"688019","安集科技","ashare"
"688020","方邦股份","ashare"
"688021","奥福环保","ashare"
"688022","瀚川智能","ashare"
"688023","安恒信息","ashare"
"688025","杰普特","ashare"
"688026","洁特生物","ashare"
"688027","国盾量子","ashare"
"688028","沃尔德","ashare"
"688029","南微医学","ashare"
"688030","山石网科","ashare"
"688031","星环科技","ashare"
"688032","禾迈股份","ashare"
"688033","天宜上佳","ashare"
"688035","德邦科技","ashare"
"688036","传音控股","ashare"
"688037","芯源微","ashare"
"688038","中科通达","ashare"
"688039","当虹科技","ashare"
"688041","海光信息","ashare"
"688045","必易微","ashare"
"688046","药康生物","ashare"
"688047","龙芯中科","ashare"
"688048","长光华芯","ashare"
"688049","炬芯科技","ashare"
"688050","爱博医疗","ashare"
"688051","佳华科技","ashare"
"688052","纳芯微","ashare"
"688053","思科瑞","ashare"
"688055","龙腾光电","ashare"
"688056","莱伯泰科","ashare"
"688057","金达莱","ashare"
"688058","宝兰德","ashare"
"688059","华锐精密","ashare"
"688060","云涌科技","ashare"
"688061","灿瑞科技","ashare"
"688062","迈威生物","ashare"
"688063","派能科技","ashare"
"688065","凯赛生物","ashare"
"688066","航天宏图","ashare"
"688067","爱威科技","ashare"
"688068","热景生物","ashare"
"688069","德林海","ashare"
"688070","纵横股份","ashare"
"688071","华依科技","ashare"
"688072","拓荆科技","ashare"
"688073","毕得医药","ashare"
"688075","安旭生物","ashare"
"688076","诺泰生物","ashare"
"688077","大地熊","ashare"
"688078","龙软科技","ashare"
"688079","美迪凯","ashare"
"688080","映翰通","ashare"
"688081","兴图新科","ashare"
"688082","盛美上海","ashare"
"688083","中望软件","ashare"
"688084","晶品特装","ashare"
"688085","三友医疗","ashare"
"688087","英科再生","ashare"
"688088","虹软科技","ashare"
"688089","嘉必优","ashare"
"688090","瑞松科技","ashare"
"688091","上海谊众","ashare"
"688092","爱科科技","ashare"
"688093","世华科技","ashare"
"688095","福昕软件","ashare"
"688096","京源环保","ashare"
"688097","博众精工","ashare"
"688098","申联生物","ashare"
"688099","晶晨股份","ashare"
"688100","威胜信息","ashare"
"688101","三达膜","ashare"
"688102","斯瑞新材","ashare"
"688103","国力股份","ashare"
"688105","诺唯赞","ashare"
"688106","金宏气体","ashare"
"688107","安路科技","ashare"
"688108","赛诺医疗","ashare"
"688109","品茗科技","ashare"
"688110","东芯股份","ashare"
"688111","金山办公","ashare"
"688112","鼎阳科技","ashare"
"688113","联测科技","ashare"
"688114","华大智造","ashare"
"688115","思林杰","ashare"
"688116","天奈科技","ashare"
"688117","圣诺生物","ashare"
"688118","普元信息","ashare"
"688119","中钢洛耐","ashare"
"688120","华海清科","ashare"
"688121","卓然股份","ashare"
"688122","西部超导","ashare"
"688123","聚辰股份","ashare"
"688125","安达智能","ashare"
"688126","沪硅产业","ashare"
"688127","蓝特光学","ashare"
"688128","中国电研","ashare"
"688129","东来技术","ashare"
"688130","晶华微","ashare"
"688131","皓元医药","ashare"
"688132","邦彦技术","ashare"
"688133","泰坦科技","ashare"
"688135","利扬芯片","ashare"
"688136","科兴制药","ashare"
"688137","近岸蛋白","ashare"
"688138","清溢光电","ashare"
"688139","海尔生物","ashare"
"688141","杰华特","ashare"
"688143","长盈通","ashare"
"688146","中船特气","ashare"
"688147","微导纳米","ashare"
"688148","芳源股份","ashare"
"688150","莱特光电","ashare"
"688151","华强科技","ashare"
"688152","麒麟信安","ashare"
"688153","唯捷创芯","ashare"
"688155","先惠技术","ashare"
"688156","路德环境","ashare"
"688157","松井股份","ashare"
"688158","优刻得","ashare"
"688159","有方科技","ashare"
"688160","步科股份","ashare"
"688161","威高骨科","ashare"
"688162","巨一科技","ashare"
"688163","赛伦生物","ashare"
"688165","埃夫特","ashare"
"688166","博瑞医药","ashare"
"688167","炬光科技","ashare"
"688168","安博通","ashare"
"688169","石头科技","ashare"
"688170","德龙激光","ashare"
"688171","纬德信息","ashare"
"688172","燕东微","ashare"
"688173","希荻微","ashare"
"688175","高凌信息","ashare"
"688176","亚虹医药","ashare"
"688177","百奥泰","ashare"
"688178","万德斯","ashare"
"688179","阿拉丁","ashare"
"688180","君实生物","ashare"
"688181","八亿时空","ashare"
"688182","灿勤科技","ashare"
"688183","生益电子","ashare"
"688184","帕瓦股份","ashare"
"688185","康希诺","ashare"
"688186","广大特材","ashare"
"688187","时代电气","ashare"
"688188","柏楚电子","ashare"
"688189","南新制药","ashare"
"688190","云路股份","ashare"
"688191","智洋创新","ashare"
"688192","迪哲医药","ashare"
"688193","仁度生物","ashare"
"688195","腾景科技","ashare"
"688196","卓越新能","ashare"
"688197","首药控股","ashare"
"688198","佰仁医疗","ashare"
"688199","久日新材","ashare"
"688200","华峰测控","ashare"
"688201","信安世纪","ashare"
"688202","美迪西","ashare"
"688203","海正生材","ashare"
"688205","德科立","ashare"
"688206","概伦电子","ashare"
"688207","格灵深瞳","ashare"
"688208","道通科技","ashare"
"688209","英集芯","ashare"
"688210","统联精密","ashare"
"688211","中科微至","ashare"
"688212","澳华内镜","ashare"
"688213","思特威","ashare"
"688215","瑞晟智能","ashare"
"688216","气派科技","ashare"
"688217","睿昂基因","ashare"
"688218","江苏北人","ashare"
"688219","会通股份","ashare"
"688220","翱捷科技","ashare"
"688221","前沿生物","ashare"
"688222","成都先导","ashare"
"688223","晶科能源","ashare"
"688225","亚信安全","ashare"
"688226","威腾电气","ashare"
"688227","品高股份","ashare"
"688228","开普云","ashare"
"688229","博睿数据","ashare"
"688230","芯导科技","ashare"
"688231","隆达股份","ashare"
"688232","新点软件","ashare"
"688233","神工股份","ashare"
"688234","天岳先进","ashare"
"688235","百济神州","ashare"
"688236","春立医疗","ashare"
"688237","超卓航科","ashare"
"688238","和元生物","ashare"
"688239","航宇科技","ashare"
"688244","永信至诚","ashare"
"688246","嘉和美康","ashare"
"688247","宣泰医药","ashare"
"688248","南网科技","ashare"
"688249","晶合集成","ashare"
"688251","井松智能","ashare"
"688252","天德钰","ashare"
"688253","英诺特","ashare"
"688255","凯尔达","ashare"
"688256","寒武纪","ashare"
"688257","新锐股份","ashare"
"688258","卓易信息","ashare"
"688259","创耀科技","ashare"
"688260","昀冢科技","ashare"
"688261","东微半导","ashare"
"688262","国芯科技","ashare"
"688265","南模生物","ashare"
"688266","泽璟制药","ashare"
"688267","中触媒","ashare"
"688268","华特气体","ashare"
"688269","凯立新材","ashare"
"688270","臻镭科技","ashare"
"688271","联影医疗","ashare"
"688272","富吉瑞","ashare"
"688273","麦澜德","ashare"
"688275","万润新能","ashare"
"688276","百克生物","ashare"
"688277","天智航","ashare"
"688278","特宝生物","ashare"
"688279","峰岹科技","ashare"
"688280","精进电动","ashare"
"688281","华秦科技","ashare"
"688282","*ST导航","ashare"
"688283","坤恒顺维","ashare"
"688285","高铁电气","ashare"
"688286","敏芯股份","ashare"
"688287","ST观典","ashare"
"688288","鸿泉物联","ashare"
"688289","圣湘生物","ashare"
"688290","景业智能","ashare"
"688291","金橙子","ashare"
"688292","浩瀚深度","ashare"
"688293","奥浦迈","ashare"
"688295","中复神鹰","ashare"
"688296","和达科技","ashare"
"688297","中无人机","ashare"
"688298","东方生物","ashare"
"688299","长阳科技","ashare"
"688300","联瑞新材","ashare"
"688301","奕瑞科技","ashare"
"688302","海创药业","ashare"
"688303","大全能源","ashare"
"688305","科德数控","ashare"
"688306","均普智能","ashare"
"688307","中润光学","ashare"
"688308","欧科亿","ashare"
"688309","恒誉环保","ashare"
"688310","迈得医疗","ashare"
"688311","盟升电子","ashare"
"688312","燕麦科技","ashare"
"688313","仕佳光子","ashare"
"688314","康拓医疗","ashare"
"688315","诺禾致源","ashare"
"688316","青云科技","ashare"
"688317","之江生物","ashare"
"688318","财富趋势","ashare"
"688319","欧林生物","ashare"
"688320","禾川科技","ashare"
"688321","微芯生物","ashare"
"688322","奥比中光","ashare"
"688323","瑞华泰","ashare"
"688325","赛微微电","ashare"
"688326","经纬恒润","ashare"
"688327","云从科技","ashare"
"688328","深科达","ashare"
"688329","艾隆科技","ashare"
"688330","宏力达","ashare"
"688331","荣昌生物","ashare"
"688332","中科蓝讯","ashare"
"688333","铂力特","ashare"
"688334","西高院","ashare"
"688335","复洁环保","ashare"
"688336","三生国健","ashare"
"688337","普源精电","ashare"
"688338","赛科希德","ashare"
"688339","亿华通","ashare"
"688343","云天励飞","ashare"
"688345","博力威","ashare"
"688347","华虹公司","ashare"
"688348","昱能科技","ashare"
"688349","三一重能","ashare"
"688350","富淼科技","ashare"
"688351","微电生理","ashare"
"688352","颀中科技","ashare"
"688353","华盛锂电","ashare"
"688355","明志科技","ashare"
"688356","键凯科技","ashare"
"688357","建龙微纳","ashare"
"688358","祥生医疗","ashare"
"688359","三孚新科","ashare"
"688360","德马科技","ashare"
"688361","中科飞测","ashare"
"688362","甬矽电子","ashare"
"688363","华熙生物","ashare"
"688365","光云科技","ashare"
"688366","昊海生科","ashare"
"688367","工大高科","ashare"
"688368","晶丰明源","ashare"
"688369","致远互联","ashare"
"688370","丛麟科技","ashare"
"688371","菲沃泰","ashare"
"688372","伟测科技","ashare"
"688373","盟科药业","ashare"
"688375","国博电子","ashare"
"688376","美埃科技","ashare"
"688377","迪威尔","ashare"
"688378","奥来德","ashare"
"688379","华光新材","ashare"
"688380","中微半导","ashare"
"688381","帝奥微","ashare"
"688382","益方生物","ashare"
"688383","新益昌","ashare"
"688385","复旦微电","ashare"
"688386","泛亚微透","ashare"
"688387","信科移动","ashare"
"688388","嘉元科技","ashare"
"688389","普门科技","ashare"
"688390","固德威","ashare"
"688391","钜泉科技","ashare"
"688392","骄成超声","ashare"
"688393","安必平","ashare"
"688395","正弦电气","ashare"
"688396","华润微","ashare"
"688398","赛特新材","ashare"
"688399","硕世生物","ashare"
"688400","凌云光","ashare"
"688401","路维光电","ashare"
"688403","汇成股份","ashare"
"688408","中信博","ashare"
"688409","富创精密","ashare"
"688410","山外山","ashare"
"688411","C海博","ashare"
"688416","恒烁股份","ashare"
"688418","震有科技","ashare"
"688419","耐科装备","ashare"
"688420","美腾科技","ashare"
"688425","铁建重工","ashare"
"688426","康为世纪","ashare"
"688428","诺诚健华","ashare"
"688429","时创能源","ashare"
"688432","有研硅","ashare"
"688433","华曙高科","ashare"
"688435","英方软件","ashare"
"688439","振华风光","ashare"
"688443","智翔金泰","ashare"
"688448","磁谷科技","ashare"
"688449","联芸科技","ashare"
"688450","光格科技","ashare"
"688455","科捷智能","ashare"
"688456","有研粉材","ashare"
"688458","美芯晟","ashare"
"688459","哈铁科技","ashare"
"688466","金科环境","ashare"
"688468","科美诊断","ashare"
"688469","芯联集成","ashare"
"688472","阿特斯","ashare"
"688475","萤石网络","ashare"
"688478","晶升股份","ashare"
"688479","友车科技","ashare"
"688480","赛恩斯","ashare"
"688484","南芯科技","ashare"
"688485","九州一轨","ashare"
"688486","龙迅股份","ashare"
"688488","艾迪药业","ashare"
"688489","三未信安","ashare"
"688496","清越科技","ashare"
"688498","源杰科技","ashare"
"688499","利元亨","ashare"
"688500","慧辰股份","ashare"
"688501","青达环保","ashare"
"688502","茂莱光学","ashare"
"688503","聚和材料","ashare"
"688505","复旦张江","ashare"
"688506","百利天恒","ashare"
"688507","索辰科技","ashare"
"688508","芯朋微","ashare"
"688509","正元地信","ashare"
"688510","航亚科技","ashare"
"688511","天微电子","ashare"
"688512","慧智微","ashare"
"688513","苑东生物","ashare"
"688515","裕太微","ashare"
"688516","奥特维","ashare"
"688517","金冠电气","ashare"
"688518","联赢激光","ashare"
"688519","南亚新材","ashare"
"688520","神州细胞","ashare"
"688521","芯原股份","ashare"
"688522","纳睿雷达","ashare"
"688523","航天环宇","ashare"
"688525","佰维存储","ashare"
"688526","科前生物","ashare"
"688528","秦川物联","ashare"
"688529","豪森智能","ashare"
"688530","欧莱新材","ashare"
"688531","日联科技","ashare"
"688533","上声电子","ashare"
"688535","华海诚科","ashare"
"688536","思瑞浦","ashare"
"688538","和辉光电","ashare"
"688539","高华科技","ashare"
"688543","国科军工","ashare"
"688545","兴福电子","ashare"
"688548","广钢气体","ashare"
"688549","中巨芯","ashare"
"688550","瑞联新材","ashare"
"688551","科威尔","ashare"
"688552","航天南湖","ashare"
"688553","汇宇制药","ashare"
"688556","高测股份","ashare"
"688557","兰剑智能","ashare"
"688558","国盛智科","ashare"
"688559","海目星","ashare"
"688560","明冠新材","ashare"
"688561","奇安信","ashare"
"688562","航天软件","ashare"
"688563","航材股份","ashare"
"688565","力源科技","ashare"
"688566","吉贝尔","ashare"
"688567","孚能科技","ashare"
"688568","中科星图","ashare"
"688569","铁科轨道","ashare"
"688570","天玛智控","ashare"
"688571","杭华股份","ashare"
"688573","信宇人","ashare"
"688575","亚辉龙","ashare"
"688576","西山科技","ashare"
"688577","浙海德曼","ashare"
"688578","艾力斯","ashare"
"688579","山大地纬","ashare"
"688580","伟思医疗","ashare"
"688581","安杰思","ashare"
"688582","芯动联科","ashare"
"688583","思看科技","ashare"
"688584","上海合晶","ashare"
"688585","上纬新材","ashare"
"688586","江航装备","ashare"
"688588","凌志软件","ashare"
"688589","力合微","ashare"
"688590","新致软件","ashare"
"688591","泰凌微","ashare"
"688592","司南导航","ashare"
"688593","新相微","ashare"
"688595","芯海科技","ashare"
"688596","正帆科技","ashare"
"688597","煜邦电力","ashare"
"688598","金博股份","ashare"
"688599","天合光能","ashare"
"688600","皖仪科技","ashare"
"688601","力芯微","ashare"
"688602","康鹏科技","ashare"
"688603","天承科技","ashare"
"688605","先锋精科","ashare"
"688606","奥泰生物","ashare"
"688607","康众医疗","ashare"
"688608","恒玄科技","ashare"
"688609","九联科技","ashare"
"688610","埃科光电","ashare"
"688611","杭州柯林","ashare"
"688612","威迈斯","ashare"
"688613","奥精医疗","ashare"
"688615","合合信息","ashare"
"688616","西力科技","ashare"
"688617","惠泰医疗","ashare"
"688618","三旺通信","ashare"
"688619","罗普特","ashare"
"688620","安凯微","ashare"
"688621","阳光诺和","ashare"
"688622","禾信仪器","ashare"
"688623","双元科技","ashare"
"688625","呈和科技","ashare"
"688626","翔宇医疗","ashare"
"688627","精智达","ashare"
"688628","优利德","ashare"
"688629","华丰科技","ashare"
"688630","芯碁微装","ashare"
"688631","莱斯信息","ashare"
"688633","星球石墨","ashare"
"688636","智明达","ashare"
"688638","誉辰智能","ashare"
"688639","华恒生物","ashare"
"688646","逸飞激光","ashare"
"688648","中邮科技","ashare"
"688651","盛邦安全","ashare"
"688652","京仪装备","ashare"
"688653","康希通信","ashare"
"688655","迅捷兴","ashare"
"688656","浩欧博","ashare"
"688657","浩辰软件","ashare"
"688658","悦康药业","ashare"
"688659","元琛科技","ashare"
"688660","电气风电","ashare"
"688661","和林微纳","ashare"
"688662","富信科技","ashare"
"688663","新风光","ashare"
"688665","四方光电","ashare"
"688667","菱电电控","ashare"
"688668","鼎通科技","ashare"
"688669","聚石化学","ashare"
"688670","金迪克","ashare"
"688671","碧兴物联","ashare"
"688676","金盘科技","ashare"
"688677","海泰新光","ashare"
"688678","福立旺","ashare"
"688679","通源环境","ashare"
"688680","海优新材","ashare"
"688681","科汇股份","ashare"
"688682","霍莱沃","ashare"
"688683","莱尔科技","ashare"
"688685","迈信林","ashare"
"688686","奥普特","ashare"
"688687","凯因科技","ashare"
"688689","银河微电","ashare"
"688690","纳微科技","ashare"
"688691","灿芯股份","ashare"
"688692","达梦数据","ashare"
"688693","锴威特","ashare"
"688695","中创股份","ashare"
"688696","极米科技","ashare"
"688697","纽威数控","ashare"
"688698","伟创电气","ashare"
"688699","明微电子","ashare"
"688700","东威科技","ashare"
"688701","卓锦股份","ashare"
"688702","盛科通信","ashare"
"688707","振华新材","ashare"
"688708","佳驰科技","ashare"
"688709","成都华微","ashare"
"688710","益诺思","ashare"
"688711","宏微科技","ashare"
"688716","中研股份","ashare"
"688717","艾罗能源","ashare"
"688718","唯赛勃","ashare"
"688719","爱科赛博","ashare"
"688720","艾森股份","ashare"
"688721","龙图光罩","ashare"
"688722","同益中","ashare"
"688726","拉普拉斯","ashare"
"688728","格科微","ashare"
"688733","壹石通","ashare"
"688737","中自科技","ashare"
"688739","成大生物","ashare"
"688750","金天钛业","ashare"
"688758","赛分科技","ashare"
"688766","普冉股份","ashare"
"688767","博拓生物","ashare"
"688768","容知日新","ashare"
"688772","珠海冠宇","ashare"
"688776","国光电气","ashare"
"688777","中控技术","ashare"
"688778","厦钨新能","ashare"
"688779","五矿新能","ashare"
"688786","悦安新材","ashare"
"688787","海天瑞声","ashare"
"688788","科思科技","ashare"
"688789","宏华数科","ashare"
"688793","倍轻松","ashare"
"688798","艾为电子","ashare"
"688799","华纳药厂","ashare"
"688800","瑞可达","ashare"
"688819","天能股份","ashare"
"688981","中芯国际","ashare"
"000001","平安银行","ashare"
"000002","万科Ａ","ashare"
"000004","国华网安","ashare"
"000006","深振业Ａ","ashare"
"000007","全新好","ashare"
"000008","神州高铁","ashare"
"000009","中国宝安","ashare"
"000010","美丽生态","ashare"
"000011","深物业A","ashare"
"000012","南玻Ａ","ashare"
"000014","沙河股份","ashare"
"000016","深康佳Ａ","ashare"
"000017","深中华A","ashare"
"000019","深粮控股","ashare"
"000020","深华发Ａ","ashare"
"000021","深科技","ashare"
"000025","特力Ａ","ashare"
"000026","飞亚达","ashare"
"000027","深圳能源","ashare"
"000028","国药一致","ashare"
"000029","深深房Ａ","ashare"
"000030","富奥股份","ashare"
"000031","大悦城","ashare"
"000032","深桑达Ａ","ashare"
"000034","神州数码","ashare"
"000035","中国天楹","ashare"
"000036","华联控股","ashare"
"000037","深南电A","ashare"
"000039","中集集团","ashare"
"000040","ST旭蓝","ashare"
"000042","中洲控股","ashare"
"000045","深纺织Ａ","ashare"
"000048","京基智农","ashare"
"000049","德赛电池","ashare"
"000050","深天马Ａ","ashare"
"000055","方大集团","ashare"
"000056","皇庭国际","ashare"
"000058","深赛格","ashare"
"000059","华锦股份","ashare"
"000060","中金岭南","ashare"
"000061","农产品","ashare"
"000062","深圳华强","ashare"
"000063","中兴通讯","ashare"
"000065","北方国际","ashare"
"000066","中国长城","ashare"
"000068","华控赛格","ashare"
"000069","华侨城Ａ","ashare"
"000070","ST特信","ashare"
"000078","海王生物","ashare"
"000088","盐田港","ashare"
"000089","深圳机场","ashare"
"000090","天健集团","ashare"
"000096","广聚能源","ashare"
"000099","中信海直","ashare"
"000100","TCL科技","ashare"
"000151","中成股份","ashare"
"000153","丰原药业","ashare"
"000155","川能动力","ashare"
"000156","华数传媒","ashare"
"000157","中联重科","ashare"
"000158","常山北明","ashare"
"000159","国际实业","ashare"
"000166","申万宏源","ashare"
"000301","东方盛虹","ashare"
"000333","美的集团","ashare"
"000338","潍柴动力","ashare"
"000400","许继电气","ashare"
"000401","冀东水泥","ashare"
"000402","金融街","ashare"
"000403","派林生物","ashare"
"000404","长虹华意","ashare"
"000407","胜利股份","ashare"
"000408","藏格矿业","ashare"
"000409","云鼎科技","ashare"
"000410","沈阳机床","ashare"
"000411","英特集团","ashare"
"000415","渤海租赁","ashare"
"000417","合百集团","ashare"
"000419","通程控股","ashare"
"000420","吉林化纤","ashare"
"000421","南京公用","ashare"
"000422","湖北宜化","ashare"
"000423","东阿阿胶","ashare"
"000425","徐工机械","ashare"
"000426","兴业银锡","ashare"
"000428","华天酒店","ashare"
"000429","粤高速Ａ","ashare"
"000430","张家界","ashare"
"000488","晨鸣纸业","ashare"
"000498","山东路桥","ashare"
"000501","武商集团","ashare"
"000503","国新健康","ashare"
"000504","南华生物","ashare"
"000505","京粮控股","ashare"
"000506","*ST中润","ashare"
"000507","珠海港","ashare"
"000509","华塑控股","ashare"
"000510","新金路","ashare"
"000513","丽珠集团","ashare"
"000514","渝开发","ashare"
"000516","国际医学","ashare"
"000517","荣安地产","ashare"
"000518","四环生物","ashare"
"000519","中兵红箭","ashare"
"000520","凤凰航运","ashare"
"000521","长虹美菱","ashare"
"000523","红棉股份","ashare"
"000524","岭南控股","ashare"
"000525","ST红太阳","ashare"
"000526","学大教育","ashare"
"000528","柳工","ashare"
"000529","广弘控股","ashare"
"000530","冰山冷热","ashare"
"000531","穗恒运Ａ","ashare"
"000532","华金资本","ashare"
"000533","顺钠股份","ashare"
"000534","万泽股份","ashare"
"000536","华映科技","ashare"
"000537","中绿电","ashare"
"000538","云南白药","ashare"
"000539","粤电力Ａ","ashare"
"000541","佛山照明","ashare"
"000543","皖能电力","ashare"
"000544","中原环保","ashare"
"000545","金浦钛业","ashare"
"000546","金圆股份","ashare"
"000547","航天发展","ashare"
"000548","湖南投资","ashare"
"000550","江铃汽车","ashare"
"000551","创元科技","ashare"
"000552","甘肃能化","ashare"
"000553","安道麦A","ashare"
"000554","泰山石油","ashare"
"000555","神州信息","ashare"
"000557","西部创业","ashare"
"000558","莱茵体育","ashare"
"000559","万向钱潮","ashare"
"000560","我爱我家","ashare"
"000561","烽火电子","ashare"
"000563","陕国投Ａ","ashare"
"000564","供销大集","ashare"
"000565","渝三峡Ａ","ashare"
"000566","海南海药","ashare"
"000567","海德股份","ashare"
"000568","泸州老窖","ashare"
"000570","苏常柴Ａ","ashare"
"000571","新大洲A","ashare"
"000572","海马汽车","ashare"
"000573","粤宏远Ａ","ashare"
"000576","甘化科工","ashare"
"000581","威孚高科","ashare"
"000582","北部湾港","ashare"
"000584","*ST工智","ashare"
"000586","汇源通信","ashare"
"000589","贵州轮胎","ashare"
"000590","启迪药业","ashare"
"000591","太阳能","ashare"
"000592","平潭发展","ashare"
"000593","德龙汇能","ashare"
"000595","宝塔实业","ashare"
"000596","古井贡酒","ashare"
"000597","东北制药","ashare"
"000598","兴蓉环境","ashare"
"000599","青岛双星","ashare"
"000600","建投能源","ashare"
"000601","韶能股份","ashare"
"000603","盛达资源","ashare"
"000605","渤海股份","ashare"
"000607","华媒控股","ashare"
"000608","阳光股份","ashare"
"000609","*ST中迪","ashare"
"000610","西安旅游","ashare"
"000612","焦作万方","ashare"
"000615","ST美谷","ashare"
"000617","中油资本","ashare"
"000619","海螺新材","ashare"
"000620","新华联","ashare"
"000622","*ST恒立","ashare"
"000623","吉林敖东","ashare"
"000625","长安汽车","ashare"
"000626","远大控股","ashare"
"000627","天茂集团","ashare"
"000628","高新发展","ashare"
"000629","钒钛股份","ashare"
"000630","铜陵有色","ashare"
"000631","顺发恒业","ashare"
"000632","三木集团","ashare"
"000633","合金投资","ashare"
"000635","英力特","ashare"
"000636","风华高科","ashare"
"000637","茂化实华","ashare"
"000638","万方发展","ashare"
"000639","西王食品","ashare"
"000650","仁和药业","ashare"
"000651","格力电器","ashare"
"000652","泰达股份","ashare"
"000655","金岭矿业","ashare"
"000656","*ST金科","ashare"
"000657","中钨高新","ashare"
"000659","珠海中富","ashare"
"000661","长春高新","ashare"
"000663","永安林业","ashare"
"000665","湖北广电","ashare"
"000668","荣丰控股","ashare"
"000669","ST金鸿","ashare"
"000670","盈方微","ashare"
"000672","上峰水泥","ashare"
"000676","智度股份","ashare"
"000677","恒天海龙","ashare"
"000678","襄阳轴承","ashare"
"000679","大连友谊","ashare"
"000680","山推股份","ashare"
"000681","视觉中国","ashare"
"000682","东方电子","ashare"
"000683","远兴能源","ashare"
"000685","中山公用","ashare"
"000686","东北证券","ashare"
"000688","国城矿业","ashare"
"000690","宝新能源","ashare"
"000691","亚太实业","ashare"
"000692","惠天热电","ashare"
"000695","滨海能源","ashare"
"000697","炼石航空","ashare"
"000698","沈阳化工","ashare"
"000700","模塑科技","ashare"
"000701","厦门信达","ashare"
"000702","正虹科技","ashare"
"000703","恒逸石化","ashare"
"000705","浙江震元","ashare"
"000707","双环科技","ashare"
"000708","中信特钢","ashare"
"000709","河钢股份","ashare"
"000710","贝瑞基因","ashare"
"000711","*ST京蓝","ashare"
"000712","锦龙股份","ashare"
"000713","丰乐种业","ashare"
"000715","中兴商业","ashare"
"000716","黑芝麻","ashare"
"000717","中南股份","ashare"
"000718","苏宁环球","ashare"
"000719","中原传媒","ashare"
"000720","新能泰山","ashare"
"000721","西安饮食","ashare"
"000722","湖南发展","ashare"
"000723","美锦能源","ashare"
"000725","京东方Ａ","ashare"
"000726","鲁泰Ａ","ashare"
"000727","冠捷科技","ashare"
"000728","国元证券","ashare"
"000729","燕京啤酒","ashare"
"000731","四川美丰","ashare"
"000733","振华科技","ashare"
"000735","罗牛山","ashare"
"000736","中交地产","ashare"
"000737","北方铜业","ashare"
"000738","航发控制","ashare"
"000739","普洛药业","ashare"
"000750","国海证券","ashare"
"000751","锌业股份","ashare"
"000752","ST西发","ashare"
"000753","漳州发展","ashare"
"000755","山西高速","ashare"
"000756","新华制药","ashare"
"000757","浩物股份","ashare"
